price,type,title,address,gov,bathrooms,total_rooms,living_area,total_area,rooms
,location,Appartement a louer,Ariana Ville, Ariana,1,4,,,3
645 000 DT,vente,Triplex de lux a vendre,Ennasr, Ariana,2,6,330,,5
,vente,Appt S3 de très haut standing à la soukra,La Soukra, Ariana,3,4,177,199,3
,vente,Domiiciliation de projet,Ariana Ville, Ariana,,,,,
,vente,Domiciliation d'entreprise chez tlc,Ariana Ville, Ariana,,,,,
,vente,Tlc pour votre domiciliation et création d'entreprise,Ariana Ville, Ariana,,,,,
60 DT / Nuit,location,Des apprt meublé s1 s2 s3 a ennaser,Ennasr, Ariana,1,2,,,2
400 DT / Mois,location,Appartements 70m2 à La Soukra,La Soukra, Ariana,,3,70,,2
700 DT / Mois,location,Appartement 50m2 à Ariana Jardins D'el Menzah,Jardins D'el Menzah, Ariana,1,2,50,,1
,location,Dépot de stockage,La Soukra, Ariana,,,140,,
,location,Appartement,Ariana Ville, Ariana,1,3,,,2
90 DT / Nuit,location,Locations de vacances 100m2,Ennasr, Ariana,1,3,100,,2
340 DT / Mois,location,Chambre individuelle pour fille a menzah 6,Menzah, Ariana,,,,,1
400 DT / Mois,location,Appartement à Ariana Behi ladghem,Ariana Ville, Ariana,1,4,,,3
1 500 DT / Mois,location,Appartement 150m2 à Ennasr 2,Ennasr, Ariana,1,4,,150,3
80 DT / Nuit,location,Appartement Ennasr,Ariana Ville, Ariana,,,80,,2
,location,Bureau à Louer,Menzah, Ariana,1,3,260,,
750 DT / Mois,location,RDC villa,Ariana Ville, Ariana,1,4,150,,3
350 DT / Mois,location,Bureau  75m2,Ariana Ville, Ariana,,,75,,
,location,Appartement à Ariana Ennasr,Ennasr, Ariana,1,2,,,1
600 DT / Mois,location,Bureau 93m2,Borj Louzir, Ariana,,2,93,,
500 DT / Mois,location,Studio meublé nouvelle ariana,Ariana Ville, Ariana,1,2,5,,1
360 DT / Mois,location,Maison 106m2 à Ariana La Soukra,La Soukra, Ariana,1,3,106,,2
600 DT / Mois,location,Appartement 2p salon nouvelle ariana,Ariana Ville, Ariana,1,4,90,,3
155 DT / Mois,location,Chambre individuelle Manzah 7,Menzah, Ariana,,,,,
360 DT / Mois,location,Appartement 105 m2 à Ariana Borj Louzir,Borj Louzir, Ariana,1,3,105,,2
1 100 DT,location,Maison 440m2 à Ariana La Soukra,La Soukra, Ariana,1,5,,440,3
1 250 DT / Mois,location,Etage de villa Ennasr 2,Ennasr, Ariana,1,5,170,,3
550 DT / Mois,location,Appartement 130m2 à Ariana Menzah,Menzah, Ariana,1,3,130,,2
270 000 DT,vente,Appartement calme 130m2,Ennasr, Ariana,1,4,130,,3
210 000 DT,vente,Villa à Borj Louzir,Borj Louzir, Ariana,1,4,,450,3
,vente,Fonds de commerce d'un restaurant à vendre,Menzah, Ariana,,,,,
55 DT / Nuit,location,S plus 1 meublé à Menzah9,Menzah, Ariana,1,2,66,,1
,vente,Terrain à Chotrana 1650m2,Ariana Ville, Ariana,,,,1650,
275 000 DT,vente,Appartement 110m2 à Ariana La Soukra,La Soukra, Ariana,1,4,110,,3
,vente,Terrain 330m2,Raoued, Ariana,,,,330,
,vente,Villas 155m2 à Jardins D'el Menzah,Menzah, Ariana,1,5,155,,4
,vente,Terrain  136m2 à Raoued,Raoued, Ariana,,,,136,
35 000 DT,vente,Terrains 172m2,Ariana Ville, Ariana,,,,172,
,vente,Surface commercial toute activité,Ariana Ville, Ariana,,,200,,
70 DT / Nuit,location,Appartement a louer par nuit ou par semaine,Ennasr, Ariana,1,2,,,1
,vente,Appartements 75m2 à Raoued,Raoued, Ariana,1,4,75,,3
800 DT,vente,Un bureau s+3 au rez de chaussée à la soukra prés de l'amen banque,La Soukra, Ariana,1,,120,,
,vente,Villa Monet 4,Ennasr, Ariana,1,6,400,420,4
235 000 DT,vente,REZ DE CHAUSSE d'une grande villa de 310 m2,Mnihla, Ariana,,,,,
,vente,Villa 150m2 à Ariana Raoued,Raoued, Ariana,1,4,150,270,3
630 DT / Semaine,location,Locations de vacances,Ariana Ville, Ariana,1,3,100,,2
70 DT / Nuit,location,Studio à Ariana Ennasr,Ennasr, Ariana,1,2,,,1
600 DT / Mois,location,Maison rez de chaussée,Ghazela, Ariana,1,4,90,,3
735 DT / Mois,location,Appartement S3 à Ennasr2 110 m2,Ennasr, Ariana,1,3,,,2
,location,Villa à  Ennasr,Ennasr, Ariana,1,3,,,2
750 DT / Mois,location,Maison 170m2 à Ariana Ville,Ariana Ville, Ariana,1,5,170,,3
800 DT / Mois,location,Appartement haut standing jamais habité,Ghazela, Ariana,,,,,
600 DT / Mois,location,Appartements 100m2 à Jardins D'el Menzah 2,Menzah, Ariana,1,3,100,,2
,location,A louer,Ennasr, Ariana,1,3,,,2
550 DT / Mois,location,Magasins Commerces,La Soukra, Ariana,,,32,,
,location,Appartements à Ariana Ennasr,Ennasr, Ariana,,,,,
300 DT / Mois,location,Maison 80m2 à Ariana Raoued,Raoued, Ariana,1,3,80,,2
60 DT / Nuit,location,Appartement meuble 60m2,Ariana Ville, Ariana,1,3,60,,1
550 DT / Mois,location,Appartement S3 à Ariana Borj Louzir,Borj Louzir, Ariana,1,4,125,,3
70 DT / Nuit,location,Appartement par nuit ou par semaine,Ennasr, Ariana,,,,,
,location,Location Garage,Kalaât El Andalous, Ariana,,,130,,
,vente,Locaux industriels 750m2,Ariana Ville, Ariana,,,750,,
400 000 DT,vente,Terrain 348m2,Ariana Ville, Ariana,,,,348,
500 DT / Mois,location,Local pour commerce ou dépôt,Kalaât El Andalous, Ariana,,,200,,
70 000 DT,vente,Terrain a raoued plage1600m2,Raoued, Ariana,,,,1600,
35 000 DT,vente,Lotissement a  RAOUED PLAGE,Raoued, Ariana,,,,520,
,vente,Terrains a kalaat landalous,Kalaât El Andalous, Ariana,,,,1021,
190 000 DT,vente,Appartements 100m2,Kalaât El Andalous, Ariana,1,3,100,,2
,vente,Terrain agricole à sidi thabet,Sidi Thabet, Ariana,,,,40000,
,vente,Villa 500m2 à Ariana Ville,Ariana Ville, Ariana,2,7,500,500,5
70 000 DT,vente,Errain A COTE DE PORT raoued plage 550m2,Raoued, Ariana,,,,550,
,vente,Maison 100m2 à ja3fer 2,Ariana Ville, Ariana,1,4,100,,3
,vente,Appartements 129m2 à Ennasr,Ennasr, Ariana,1,4,129,,3
2 400 DT / Mois,location,Local commercial 200m2,Menzah, Ariana,,,200,,
,vente,Maisons et Villas à Ariana Raoued,Ariana Ville, Ariana,1,5,200,430,4
250 000 DT,vente,Centre hay CHEKER 2500m2,Ariana Ville, Ariana,,,,2500,
600 DT / Mois,location,Studio neuf pour un nouveau couple marié,Ariana Ville, Ariana,,,,,
,vente,Appartements 200m2 à Ariana Kalaât El Andalous,Kalaât El Andalous, Ariana,,,200,,
472 500 DT,vente,Terrains et Fermes 4.5 hectares,Ariana Ville, Ariana,,,,450000,
,vente,Terrains 210m2,Raoued, Ariana,,,,210,
8 000 DT,vente,FOND DE COMMERCE,Menzah, Ariana,,,20,,
210 000 DT,vente,Cabinet médical neuf haut standing,Ariana Ville, Ariana,1,2,,,
145 000 DT,vente,Appartement 110m2 à Ariana Borj Louzir,Borj Louzir, Ariana,1,1,110,,4
600 DT / Mois,location,Local commercial,Ennasr, Ariana,,,47,,
,location,محل حي التضامن,Ettadhamen, Ariana,,1,50,,
320 DT,location,Bureau 20m2,Menzah, Ariana,,1,20,,
110 000 DT,vente,Appartements 91m2 à Ariana Ghazela,Ghazela, Ariana,1,4,91,,3
145 DT,vente,Terrain a vendre a raoued plage,Raoued, Ariana,,,,300,
750 000 DT,vente,Belle Villa à vendre à Raoued Plage Tunis,Raoued, Ariana,,,170,250,
365 000 DT,vente,Appartement s3 à Ennaser2,Ennasr, Ariana,2,6,160,,4
,vente,Offre de domiciliation,Ariana Ville, Ariana,,,,,
149 000 DT,vente,Terain titrer. 571m.citer calme.,Raoued, Ariana,,,,571,
180 000 DT,vente,Appartement S plus 2 à Cité Ennozha,Ariana Ville, Ariana,1,3,,,2
50 DT / Mois,location,Domiciliation TLC,Ariana Ville, Ariana,,,,,
,vente,Terrain à vendre,Mnihla, Ariana,,,,500,
620 000 DT,vente,Duplex haut standing à Ennaser 2,Ennasr, Ariana,3,8,275,,5
890 000 DT,vente,Villa avec jardin à Menzah5,Menzah, Ariana,1,6,200,580,5
45 DT,vente,Domiciliation a notre bureau a ariana centre,Ariana Ville, Ariana,,,,,
40 DT,vente,Centre d'affaire pour vos projet,Ariana Ville, Ariana,,,,,
40 DT,vente,Domiciliation sfax,Ariana Ville, Ariana,,,,,
750 000 DT,vente,Coquette villa Menzah 5,Ariana Ville, Ariana,3,10+,400,420,7
410 000 DT,vente,Un Duplex au coin (achevé en 2016),La Soukra, Ariana,2,4,150,203,4
600 DT,vente,Opportunité a saisir,Jardins D'el Menzah, Ariana,,,,8000,
40 DT,vente,Bureau équipé de domiciliation,Ariana Ville, Ariana,,,,,
780 000 DT,vente,Coquette villa avec piscine,Mnihla, Ariana,2,9,450,300,6
,vente,Villa jumelée de 185m2 à la Soukra,La Soukra, Ariana,2,6,185,205,4
,vente,Création d'entreprise SARL ou SUARL,Ariana Ville, Ariana,,,,,
,vente,Création d'entreprise,Ariana Ville, Ariana,,,,,
,vente,APPARTEMENT,Mnihla, Ariana,,,,,
,vente,Très joli appartement S+3 à vendre Riadh Al Andalous,Ariana Ville, Ariana,,,,,
300 DT,vente,Créer vos projet,Ariana Ville, Ariana,,,,,
,vente,Domiciliation juridique,Ariana Ville, Ariana,,,,,
50 DT / Mois,location,Domiciliation et création,Ariana Ville, Ariana,,,,,
40 DT,vente,Domiciliation votre futur Projet chez TLC,Ariana Ville, Ariana,,,,,
40 DT / Semaine,location,Domiciliation chez TLC à bas prix,Ariana Ville, Ariana,,,,,
300 DT / Mois,location,Maison a louer,Borj Louzir, Ariana,1,5,80,90,2
500 DT / Mois,location,Apartement a loyer,La Soukra, Ariana,1,3,100,,2
3 500 DT / Mois,location,Location pour affaires,Ghazela, Ariana,2,10+,180,333,10+
560 000 DT,vente,Rez de chaussée + premier étage,Ghazela, Ariana,2,10+,180,333,10+
40 DT / Semaine,location,Domiciliation fiscal et juridique,Ariana Ville, Ariana,,,,,
40 DT,location,Bureau pour votre projet,Ariana Ville, Ariana,,,,,
1 000 DT / Mois,location,A louer appartement S+4 cité Riadh Andalous ARIANA,Ariana Ville, Ariana,2,7,160,,4
596 000 DT,vente,Duplex haut standing,Ennasr, Ariana,3,8,275,,5
60 DT,vente,Belle maison a vendre,Raoued, Ariana,2,4,100,200,3
,vente,Domiciliation ariana tunis sfax,Ariana Ville, Ariana,,,,,
900 DT,vente,Appartement s3 avec vue imprenable,Manar, Ariana,,5,150,,4
200 DT,location,A louer,Kalaât El Andalous, Ariana,,,50,50,
,vente,A vendre terrain,Kalaât El Andalous, Ariana,,,,1021,
250 DT,location,Local a louer,Kalaât El Andalous, Ariana,,,100,100,
500 DT,location,A louer pour commerce ou dépôt,Kalaât El Andalous, Ariana,,,200,200,
70 DT,vente,S+2 a borj louzir,Borj Louzir, Ariana,2,2,75,75,2
400 000 DT,vente,5000 m a mnihla,Mnihla, Ariana,,,,5000,
360 DT,vente,Domiciliation de 7 mois,Ariana Ville, Ariana,,,,,
40 DT,vente,Tlc pour la domiciliation de votre activité,Ariana Ville, Ariana,,,,,
40 DT,vente,Lancez et créez votre société,Ariana Ville, Ariana,,,,,
1 100 000 DT,vente,Une luxueuse et coquette villa à Menzah 9A,Menzah, Ariana,4,10+,500,486,7
1 200 000 DT,vente,Villa style rustique avec piscine privée,Menzah, Ariana,,10+,450,600,7
1 200 DT / Mois,location,Appartement cote La fontaine Menzah 7,Menzah, Ariana,2,8,240,,5
40 DT,vente,Domiciliation de votre entreprise,Ariana Ville, Ariana,,,,,
160 000 DT,vente,Terain 571 m cite chaker raoued,Raoued, Ariana,,,,571,
40 DT,vente,Création et domiciliation de projet,Ariana Ville, Ariana,,,,,
200 DT,vente,Terrain nu pour  construction,Raoued, Ariana,,,,600,
700 DT / Mois,location,MAISON A LOUER  -EL MENZAH5,Menzah, Ariana,,3,,,3
145 000 DT,vente,Villa de  reve  à ariana borj louzir,Ariana Ville, Ariana,,,304,,3
130 000 DT,vente,Appartement bien fini à raoued 130000dt seulement,Raoued, Ariana,1,3,113,160,3
40 DT,vente,Bureau de domiciliation,Ariana Ville, Ariana,,,,,
350 DT,vente,Création de sociéte,Ariana Ville, Ariana,,,,,
50 DT,vente,Location d'adresse chez TLC,Ariana Ville, Ariana,,,,,
600 000 DT,vente,T F,Ariana Ville, Ariana,3,10+,420,230,3
160 000 DT,vente,Appartement S+3,Borj Louzir, Ariana,1,4,90,,3
120 000 DT,vente,Appartement a Ariana Soghra,Raoued, Ariana,1,2,65,,1
40 DT,vente,Démarrer votre projet,Ariana Ville, Ariana,,,,,
300 000 DT,vente,Beau  Duplex,La Soukra, Ariana,2,5,175,160,5
180 000 DT,vente,Terrain nu,Raoued, Ariana,,,,1000,
250 DT,vente,étage de villa à vendre en ariana,Ariana Ville, Ariana,,5,135,176,
200 DT,vente,Terrain prés de Géant et GDA sidi amor,Kalaât El Andalous, Ariana,,,,10000,
,location,Bureaux à louer à el Menzah V,Menzah, Ariana,,,37,,
1 200 DT / Mois,location,Appartement ennaser 2,Ennasr, Ariana,,4,150,,3
650 DT / Mois,location,Appartement jardina del manzeh 1,Jardins D'el Menzah, Ariana,,,115,,2
40 DT,vente,Domiciliation pour les entreprises chez tlc,Ariana Ville, Ariana,,,,,
40 DT,vente,Adresse de domiciliation prestigieuse stratégique,Ariana Ville, Ariana,,,,,
,location,Location villa,Ghazela, Ariana,1,6,220,500,4
630 DT / Semaine,location,Domiciliation annuelle avec 2mois gratuit,Ariana Ville, Ariana,,,,,
900 000 DT,vente,Villa contemporaine à Menzah 7,Menzah, Ariana,2,8,450,570,6
1 200 DT / Mois,location,Appartement S4 à Manar1,Manar, Ariana,1,8,230,,5
,vente,Jardin d'enfants et garderie,Menzah, Ariana,3,9,380,580,
1 500 DT / Mois,location,A Louer app Ennasr,Manar, Ariana,,4,200,,3
,vente,App HS La Ghazelle,Manar, Ariana,2,5,169,,4
,location,Bureaux de haut standing à menzah v,Menzah, Ariana,,,39,,
145 000 DT,vente,Nouveau et exclusif des terrain extraordinaire,La Soukra, Ariana,,,,206,
145 000 DT,vente,Terrain sur la rue principale,La Soukra, Ariana,,,,206,
,vente,Offre de jours des terrain vue sur mer,La Soukra, Ariana,,,,220,
,vente,Nouveau terrain a la soukra,La Soukra, Ariana,,,,1026,
,vente,Nouvelle terrain façade rue,La Soukra, Ariana,,,,300,
75 000 DT,vente,Nouveau et exclusif des terrain extraordinaire,Raoued, Ariana,,,,300,
,location,Villa style Américain,Borj Louzir, Ariana,1,4,,,4
630 DT / Semaine,location,Appartement a 100m d ESPRIT et PARC technologique,Ghazela, Ariana,1,3,90,90,3
800 DT / Mois,location,Appartement s+3 à louer,Raoued, Ariana,2,4,159,,3
30 000 DT,vente,Route de la plage raoued,Raoued, Ariana,,,,300,
560 400 DT,vente,Duplex Haut Standing Cite Ennasr 800,Ennasr, Ariana,,,233.5,,
85 000 DT,vente,À vendre local commercial,Borj Louzir, Ariana,,,57,,
175 000 DT,vente,Maison Style Américain,Mnihla, Ariana,2,6,100,140,3
225 000 DT,vente,Duplex nouvelle construction à Raoued,Raoued, Ariana,2,5,130,,3
1 300 DT / Mois,location,Louer un grand dèpôt,Chotrana, Ariana,,,320,320,
570 DT,location,Appartement,Ariana Ville, Ariana,1,5,,,2
850 DT,vente,SALON LOUIS 15,Ghazela, Ariana,,,,,
85 000 DT,vente,FOND COMMERCE,Ariana Ville, Ariana,,3,80,120,
650 DT,location,Etage de villa rdc à louer,Borj Louzir, Ariana,1,7,180,250,3
125 000 DT,vente,A vendre appart situé a cité de la promenade,Ariana Ville, Ariana,1,6,120,120,3
80 DT,vente,Av un terrain à Djedeida sur la route principale,Manar, Ariana,,,,,
500 DT,vente,Av plusieures metrages à Ennasr 3,Ennasr, Ariana,,,,500,
650 DT,vente,Nouveau et exclusif des terrain extraordinaire,La Soukra, Ariana,,,,1028,
1 200 DT / Mois,location,Immense appartement a ennasr,Ennasr, Ariana,2,5,170,170,5
30 000 DT,vente,Titre bleu,Ettadhamen, Ariana,1,1,32,,
32 000 DT,vente,Titre bleu,Ettadhamen, Ariana,1,1,36,36,
,vente,Fond de commerce,La Soukra, Ariana,,,220,,
570 DT / Mois,location,Appartement,Ariana Ville, Ariana,1,5,100,,2
570 DT,location,Appartement,Ariana Ville, Ariana,1,5,100,100,2
180 DT,vente,Lot de terrains,Raoued, Ariana,,,,2100,
535 000 DT,vente,Maison de réve à bourj louzir,Borj Louzir, Ariana,3,,304,,7
119 700 DT,vente,Offre dawakh blassa 3alamiya,Chotrana, Ariana,,,,342,
,vente,Etage à usage d'habitation,Ghazela, Ariana,,,,,
320 DT,vente,Lot extraordinaire à dar fathal,La Soukra, Ariana,,,,440,
600 DT,vente,Super emplacement,La Soukra, Ariana,,,,1026,
600 DT,vente,Super emplacement,La Soukra, Ariana,,,,1026,
350 DT,vente,Super terrain à la soukra,La Soukra, Ariana,,,,342,
750 DT,vente,Super terrain à chotrana la soukra,La Soukra, Ariana,,,,1028,
75 000 DT,vente,Terrain extraordinaire à raoued,Raoued, Ariana,,,,300,
42 000 DT,vente,Fond a vendre,La Soukra, Ariana,,,220,,
1 000 DT / Mois,location,A louer Rez de chaussée Manar1,Manar, Ariana,1,5,160,650,3
155 000 DT,vente,Villa,Ettadhamen, Ariana,2,10+,180,130,6
430 DT,location,S+1 A LOuER CITE GHAZALA,Ghazela, Ariana,,,50,,1
550 DT / Mois,location,S + 2 a louer,Ghazela, Ariana,,1,90,,
750 000 DT,vente,Terrain pr construction villa Chotrana,La Soukra, Ariana,,,,1000,
340 000 DT,vente,"Deux appartements S+3, ré de chaussé et premier étage",Borj Louzir, Ariana,1,4,150,500,4
320 000 DT,vente,"Sidi Salah - Soukra, quartier résidentiel",La Soukra, Ariana,1,3,80,500,3
,vente,Terrain à vendre,Raoued, Ariana,,,,300,
600 DT,location,Étage de villa,Raoued, Ariana,1,5,400,400,4
50 DT / Nuit,location,Un très joli s+2 à louer par nuitée à jardins d'el menazah 2,Ariana Ville, Ariana,2,3,120,120,2
1 000 DT / Mois,location,Appartement jardin del manzeh 2,Jardins D'el Menzah, Ariana,1,3,100,,2
,vente,Terrain à vendre,Raoued, Ariana,,,,300,
14 000 DT,vente,ارض للبيع,Raoued, Ariana,,,,140,
650 DT / Mois,location,Appartement de s plus 3 à La Soukra,La Soukra, Ariana,1,,142,,4
210 000 DT,vente,A vendre maison a ariana ville,Ariana Ville, Ariana,1,5,121,126,3
31 000 DT,vente,Terrain 225m2,Raoued, Ariana,,,,,
450 DT,location,Appartement à louer à mnihla près de maison Peugeot,Mnihla, Ariana,1,3,95,95,2
290 000 DT,vente,Appartement S+3 Riadh Al Andalous,Ariana Ville, Ariana,1,4,156,,3
210 000 DT,vente,à vendre ou à louer un appartement s plus 3,Raoued, Ariana,1,4,111,145,3
140 DT,vente,Maison,Raoued, Ariana,,2,80,122,2
350 DT,vente,A vendre à borj touil,Raoued, Ariana,2,,170,460,4
130 000 DT,vente,Deux étages s+4 et s+3 à vendre,La Soukra, Ariana,2,5,150,150,4
1 400 000 DT,vente,DEPOT A SOUKRA 1200/1945 M2,La Soukra, Ariana,,,,,
2 500 000 DT,vente,Villa trés haut standing,La Soukra, Ariana,2,8,3000,600,6
850 000 DT,vente,Villa avec piscine a la soukra,La Soukra, Ariana,2,6,764,,4
300 000 DT,vente,Appartement a jardin d el manzeh 2,Jardins D'el Menzah, Ariana,2,4,,,3
250 000 DT,vente,Terrain a vendre à borj touil,Raoued, Ariana,,,,471,
35 000 DT,vente,Terrain a bassatin mnihla,Mnihla, Ariana,,,,160,
,vente,À vendre terrain,Ariana Ville, Ariana,,,,500,
120 DT,vente,أرض  للبييع,Raoued, Ariana,,,,500,
476 458 DT,vente,733m2 terrain a soukra chotrana1,La Soukra, Ariana,,,,,
12 500 000 DT,vente,600m2 villa 15 pièces Menzeh 5 Tunis Ariana,Menzah, Ariana,2,10+,600,600,10+
600 DT,location,A louer  rez de jardin,Ennasr, Ariana,1,3,100,100,2
1 600 000 DT,vente,A.V Villas à La Soukra,La Soukra, Ariana,1,9,2104,400,8
180 DT,vente,Cause départ à vendre,La Soukra, Ariana,2,4,119,100,3
,vente,Terrain a vendre,Sidi Thabet, Ariana,,,,1000,
1 000 DT / Mois,location,S+3,La Soukra, Ariana,1,8,400,740,3
170 000 DT,vente,S+2 de 95 m² à El Manar I,Manar, Ariana,1,3,95,,2
700 DT,location,S+3 de 140 m² à El Manar 1,Manar, Ariana,1,4,140,,3
,location,A louer RDC VILLA Jaafer,Ariana Ville, Ariana,1,,200,,3
700 DT / Mois,location,A louer un appartement s+1 Meublé,Ghazela, Ariana,1,1,70,,1
200 000 DT,vente,Duplex à raoued,Raoued, Ariana,2,4,150,150,3
22 000 DT,vente,Terrain à vendre 137 m2,Raoued, Ariana,,,,137,
,location,Al ennacer2 appart meublé,Ennasr, Ariana,,2,70,,1
450 DT,vente,Villa à vendre,Chotrana, Ariana,3,5,235,576,4
600 DT / Mois,location,Etage de villa,Raoued, Ariana,1,5,300,350,5
450 DT,location,A louer,Raoued, Ariana,1,3,100,,3
160 DT,vente,Terrain à vendre,Raoued, Ariana,,,,137,
110 DT / Mois,location,Loue chambre pour etudites,Borj Louzir, Ariana,,1,35,,
950 000 DT,vente,ATELIER DE MENUISERIE A MNIHLA 720/1000 M2,Mnihla, Ariana,,,,,
370 000 DT,vente,Bleu,La Soukra, Ariana,2,10+,145,180,5
235 000 DT,vente,Maison à vendre,Ettadhamen, Ariana,3,10+,158,158,10+
,vente,Titre bleu,La Soukra, Ariana,2,10+,145,180,5
590 000 DT,vente,TERRAIN NU 1000 m2 RTE DE BIZERTE MNIHLA,Mnihla, Ariana,,,,,
8 000 000 DT,vente,LOCAL COMMERCIAL 1600 M2 SOUKRA,La Soukra, Ariana,,,,,
,location,Locale,Ettadhamen, Ariana,3,3,34,34,
500 DT,vente,Terrain a soukra,La Soukra, Ariana,,,,500,
800 DT,vente,Terrain à ennasr,Ennasr, Ariana,,,,800,
135 000 DT,vente,A Vendre route raoued,Ghazela, Ariana,,,,154,
160 000 DT,vente,Appartement s+2 convertit en s+3 de 120 m 2 à el menzah 7,Menzah, Ariana,1,4,120,,3
85 DT,vente,للبيع منزل 210م 85ثمن .و قابل للنيقاش,,Ariana,1,5,210,,
75 000 000 DT,vente,À vendre une maison,Ghazela, Ariana,1,5,100,120,4
16 000 DT,vente,Fond de commerce a vendre ou louer,,Ariana,,,,,
900 DT / Semaine,location,Maison à louer,Ghazela, Ariana,,4,250,500,4
2 000 DT,location,Grande maison a el MENZAH 5,Menzah, Ariana,,5,250,350,4
24 000 DT,vente,Jinen oued el5ayat titré,Raoued, Ariana,,,,161,
15 000 DT,vente,Fond de commerce a Ariana,Ariana Ville, Ariana,,,,,
,vente,Immeuble a manzah 5,Menzah, Ariana,,,,,
4 907 000 DT,vente,VILLA 1000 M2 SUR TER 23535 M2 ROUTE DE BIZERTE,Mnihla, Ariana,,,,,
3 280 000 DT,vente,LOCAL 1000/4300 M2 ZI TUNIS NORD,Ariana Ville, Ariana,,,,,
3 450 000 DT,vente,USINE 3500 M2 SOUKRA,La Soukra, Ariana,,,,,
1 400 000 DT,vente,Ville: ARIANA Situation: Zone ville,La Soukra, Ariana,1,6,600,800,4
950 000 DT,vente,Villa À Soukra 3Mt193A17,Ariana Ville, Ariana,2,,450,472,4
205 000 DT,vente,Appartement Ghazella 210A17,Ariana Ville, Ariana,,3,90,90,3
255 000 DT,vente,Vente App S+3 Riadh Andalous,Ghazela, Ariana,1,4,149,,4
300 000 DT,vente,Jardin d'el menzah,Jardins D'el Menzah, Ariana,1,4,,,3
35 000 DT,vente,وسط مدينة أريانة,Ariana Ville, Ariana,,,90,,
105 000 DT,vente,Appartement a vendre,Borj Louzir, Ariana,,3,88,88,3
170 000 DT,vente,App. 2 + s à a Cité Latif2 Menzah7,Menzah, Ariana,,3,90,,2
850 DT,location,Location étage de villa neuf,Denden, Manouba,2,7,145,,3
95 000 DT,vente,Terrain a cote station métro technopole:,Manouba Ville, Manouba,,,,200,
,vente,Un jolie grand duplex,Manouba Ville, Manouba,1,5,166,166,5
4 000 DT,location,DEPOT DE STOCKAGE 1008 M2 TUNIS OUEST,Manouba Ville, Manouba,,,,,
